Age,Gender,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,Obesity_level
19.726522,Female,1.508267,61.10403,no,yes,2.778079,3,Sometimes,no,1.696691,yes,0.94224,0.879925,Sometimes,Public_Transportation,Overweight_Level_I
18.947102,Female,1.518917,60.267427,no,yes,2.838037,2.737571,Sometimes,no,1.144467,yes,0.753782,1.286844,Sometimes,Public_Transportation,Overweight_Level_I
17.781183,Female,1.6,65,yes,yes,3,2.973504,Sometimes,no,2,yes,0.178976,0.166076,Sometimes,Public_Transportation,Overweight_Level_I
19.478533,Male,1.804099,85.196279,yes,yes,2.459976,3.30846,Sometimes,no,2.078011,no,1.779646,0.871772,Sometimes,Public_Transportation,Overweight_Level_I
18.869151,Female,1.756774,79.989789,yes,yes,2,2.658639,Sometimes,no,2.781628,no,1.955992,1.409198,Frequently,Public_Transportation,Overweight_Level_I
17.08525,Female,1.535618,57.259124,no,yes,1.972545,2.339614,Sometimes,no,1.711074,yes,0.095517,1.191053,Sometimes,Public_Transportation,Overweight_Level_I
19.97166,Male,1.822573,85.084364,yes,yes,2.995599,3.095663,Sometimes,no,2.568157,no,2.7243,0.330457,Sometimes,Public_Transportation,Overweight_Level_I
19.627,Male,1.815409,85.302146,yes,yes,2.987148,3.483449,Sometimes,no,2.359246,no,2.060415,0.598999,Sometimes,Public_Transportation,Overweight_Level_I
18.721041,Male,1.775626,80.113493,yes,yes,1.687569,2.756405,Sometimes,no,2.079131,no,2.931527,0.68173,no,Public_Transportation,Overweight_Level_I
19.637203,Male,1.814182,85.301029,yes,yes,2.923916,3.335876,Sometimes,no,2.372444,no,1.305633,0.311436,Sometimes,Public_Transportation,Overweight_Level_I
19.621545,Female,1.566524,61.616,no,yes,2.908757,2.696051,Sometimes,no,1.622827,yes,0.539952,0.001096,Sometimes,Public_Transportation,Overweight_Level_I
19.755797,Female,1.542328,63.856193,no,yes,2.628791,2.762883,Sometimes,no,1.512035,yes,0.303722,0.003229,Sometimes,Public_Transportation,Overweight_Level_I
17.099015,Female,1.6,65,yes,yes,3,2.401341,Sometimes,no,2,yes,0.663896,1.753745,Sometimes,Public_Transportation,Overweight_Level_I
17.25813,Female,1.600184,65,yes,yes,2.749629,2.298612,Sometimes,no,2,yes,0.547515,1.619473,Sometimes,Public_Transportation,Overweight_Level_I
18.014333,Male,1.751029,80,yes,yes,2,2.805436,Sometimes,no,2.122884,no,0.045651,0.017225,Frequently,Public_Transportation,Overweight_Level_I
18.003153,Female,1.729996,75.816864,yes,yes,2.992329,3,Sometimes,no,2.004908,no,1,1.405086,Frequently,Public_Transportation,Overweight_Level_I
18.052394,Female,1.725233,75.970712,yes,yes,2.927409,3,Sometimes,no,2.209991,no,1,0.797215,Frequently,Public_Transportation,Overweight_Level_I
19.774317,Female,1.541039,64.726948,no,yes,2.706134,2.669766,Sometimes,no,1.979848,yes,0.445238,0.908836,Sometimes,Public_Transportation,Overweight_Level_I
19.108796,Male,1.768578,87.803311,yes,yes,2.754646,3,Sometimes,no,2.957821,no,2.242754,0.786609,Sometimes,Public_Transportation,Overweight_Level_II
17.570089,Male,1.7,83.199034,yes,no,2.097373,2.547086,Sometimes,no,1.538626,no,1,0.761898,no,Public_Transportation,Overweight_Level_II
19.027574,Female,1.659877,77.272652,yes,yes,2.061461,2.812283,Sometimes,no,3,no,0.362441,0.78519,Sometimes,Public_Transportation,Overweight_Level_II
18.863875,Female,1.560029,71.728069,yes,no,3,3.339914,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
19.671876,Male,1.699474,78,yes,no,1.925064,2.358298,Sometimes,no,2.774043,no,0,0.133566,no,Public_Transportation,Overweight_Level_II
17.971574,Male,1.720379,85,yes,yes,2,3,Sometimes,no,2.802498,no,1,0.41758,Sometimes,Public_Transportation,Overweight_Level_II
18,Male,1.758787,85.050558,yes,yes,2.846981,3,Sometimes,no,2.87781,no,1,0.429081,Sometimes,Public_Transportation,Overweight_Level_II
17.178483,Male,1.78629,95.277392,yes,yes,2,3,Sometimes,no,3,no,1.072318,0.651904,Sometimes,Public_Transportation,Overweight_Level_II
18.549437,Female,1.545196,72.467862,yes,no,3,3.014808,Sometimes,no,2,no,1.997529,1,Sometimes,Public_Transportation,Overweight_Level_II
19.703095,Male,1.704141,78.790936,yes,no,1.650505,3,Sometimes,no,2,no,1.73234,1,Sometimes,Public_Transportation,Overweight_Level_II
19.223259,Male,1.706082,78.073528,yes,no,1.961347,3,Sometimes,no,2,no,1.655488,1,Sometimes,Public_Transportation,Overweight_Level_II
18,Male,1.751278,86.963628,yes,no,3,3,Sometimes,no,2,no,1.271667,0.155278,Sometimes,Public_Transportation,Overweight_Level_II
19.443639,Male,1.744733,87.27989,yes,yes,2.442536,3,Sometimes,no,2.825629,no,3,0,Sometimes,Public_Transportation,Overweight_Level_II
17.441593,Male,1.7,83.414072,yes,no,2.061384,2.579291,Sometimes,no,1.909253,no,1,0.962468,Sometimes,Public_Transportation,Overweight_Level_II
19.126145,Female,1.633794,77.858532,yes,no,2.696381,3,Sometimes,no,2.472964,no,1.856119,1,Sometimes,Public_Transportation,Overweight_Level_II
19.821996,Female,1.653431,75.090439,yes,no,2.766036,2.443812,Sometimes,no,2.707927,no,0.702839,0.827439,Sometimes,Public_Transportation,Overweight_Level_II
19.149706,Male,1.699818,78,yes,no,1.096455,2.491315,Sometimes,no,2.450069,no,0,0.726118,Sometimes,Public_Transportation,Overweight_Level_II
17.894784,Male,1.731389,84.064875,yes,no,2.019674,2.843319,Sometimes,no,2.832004,no,1,0.608607,Sometimes,Public_Transportation,Overweight_Level_II
19.027417,Female,1.588147,73.939268,yes,no,3,3.362758,Sometimes,no,2,no,2.892922,1,Sometimes,Public_Transportation,Overweight_Level_II
18.011718,Male,1.680991,79.752916,yes,yes,2.413156,2.521546,Sometimes,no,1.985312,no,0.00705,0.965464,Sometimes,Public_Transportation,Overweight_Level_II
18,Male,1.742819,86.565148,yes,yes,3,3,Sometimes,no,2,no,2.040816,0.860321,Sometimes,Public_Transportation,Overweight_Level_II
18,Male,1.759721,86.0805,yes,yes,2.882522,3,Sometimes,no,2.452986,no,1,0.746651,Sometimes,Public_Transportation,Overweight_Level_II
18.198322,Female,1.543338,71.799982,yes,no,3,3.087119,Sometimes,no,2,no,1.403872,1,no,Public_Transportation,Overweight_Level_II
19.795269,Male,1.758972,87.861431,yes,yes,2.332074,3,Sometimes,no,2.999495,no,2.405963,0.441502,Sometimes,Public_Transportation,Overweight_Level_II
19.090023,Female,1.562434,70.442775,yes,no,2.748243,3.070386,Sometimes,no,1.962322,no,1.145752,1,no,Public_Transportation,Overweight_Level_II
17.689057,Male,1.713599,83.285753,yes,yes,2.009952,2.716106,Sometimes,no,1.660614,no,1,0.60473,Sometimes,Public_Transportation,Overweight_Level_II
18.181821,Male,1.662669,79.863546,yes,no,2.492758,2.270163,Sometimes,no,1.992586,no,1.452467,0.864583,no,Public_Transportation,Overweight_Level_II
18.741188,Female,1.556789,71.788181,yes,no,3,3.129155,Sometimes,no,2,no,1.634134,1,no,Public_Transportation,Overweight_Level_II
19.684891,Male,1.700627,78.048207,yes,no,1.653081,2.753418,Sometimes,no,2.192063,no,1.474937,0.518542,Sometimes,Public_Transportation,Overweight_Level_II
17.997009,Male,1.742654,85,yes,no,2,3,Sometimes,no,2.976229,no,1,0.121992,Sometimes,Public_Transportation,Overweight_Level_II
17.971786,Male,1.754441,85.002884,yes,yes,2.765769,3,Sometimes,no,2.845134,no,1,0.42683,Sometimes,Public_Transportation,Overweight_Level_II
17.039058,Male,1.799902,95.419668,yes,yes,2,3,Sometimes,no,3,no,1.04729,0.933802,Sometimes,Public_Transportation,Overweight_Level_II
19.005725,Female,1.599999,73.513873,yes,no,2.942154,2.667711,Sometimes,no,2.184768,no,1.524405,0.805008,Sometimes,Public_Transportation,Overweight_Level_II
18.850466,Female,1.550053,72.9518,yes,no,3,3.000974,Sometimes,no,2,no,2.274248,1,Sometimes,Public_Transportation,Overweight_Level_II
19.749627,Male,1.680764,79.621463,yes,no,1.83746,3,Sometimes,no,2,no,1.194519,1.212762,no,Public_Transportation,Overweight_Level_II
19.565496,Male,1.705584,78.025625,yes,no,1.936479,2.837388,Sometimes,no,2.159987,no,1.475772,0.646514,Sometimes,Public_Transportation,Overweight_Level_II
18,Male,1.750097,86.372141,yes,yes,2.907062,3,Sometimes,no,2.740848,no,1.219827,0.037634,Sometimes,Public_Transportation,Overweight_Level_II
19.462713,Female,1.550122,69.936073,yes,no,2.501683,3.394788,Sometimes,no,1.337378,no,0.932888,1,no,Public_Transportation,Overweight_Level_II
18.086772,Female,1.65,82.13682,yes,yes,3,3,Sometimes,no,1,no,1.02975,1.350099,Sometimes,Public_Transportation,Obesity_Type_I
18,Female,1.685633,90.032671,yes,yes,2.496455,3,Sometimes,no,1.850344,no,1.066101,0.732265,Sometimes,Public_Transportation,Obesity_Type_I
18.267696,Female,1.706343,93.348843,yes,yes,1.70825,3,Sometimes,no,1,no,0.899864,1,Sometimes,Public_Transportation,Obesity_Type_I
19.442663,Female,1.627812,82,yes,yes,1.081585,2.870661,Sometimes,no,1.11756,no,0,1.616826,Sometimes,Public_Transportation,Obesity_Type_I
17.6739,Male,1.738465,97.185474,yes,yes,2,3,Sometimes,no,2,no,0,0.233314,no,Public_Transportation,Obesity_Type_I
18,Female,1.670058,86.242679,yes,yes,2.609123,3,Sometimes,no,1.955053,no,1.186013,0,no,Public_Transportation,Obesity_Type_I
18,Female,1.609321,84.493156,yes,yes,2,3,Sometimes,no,1.051735,no,1,0,no,Public_Transportation,Obesity_Type_I
18.312665,Female,1.60074,82.249831,yes,yes,2.501236,3,Sometimes,no,1.220331,no,0.245003,0.537202,no,Public_Transportation,Obesity_Type_I
18.260079,Male,1.801848,104.741914,yes,yes,2,3,Sometimes,no,3,no,1.783858,0,no,Public_Transportation,Obesity_Type_I
16.129279,Female,1.65,85.583485,yes,yes,2.954996,3,Sometimes,no,1,no,2.091862,1.06053,no,Public_Transportation,Obesity_Type_I
16.913841,Female,1.634832,85.803809,yes,yes,2.061969,3,Sometimes,no,1.229171,no,2.392047,1.256119,no,Public_Transportation,Obesity_Type_I
17.052914,Male,1.710616,99.860254,yes,yes,2,3,Sometimes,no,2,no,0.067491,0.894105,no,Public_Transportation,Obesity_Type_I
18.04892,Male,1.721384,99.430612,yes,yes,2,3,Sometimes,no,2,no,1.579431,0.839862,no,Public_Transportation,Obesity_Type_I
18.729566,Male,1.855433,112.875283,yes,yes,2,2.427137,Sometimes,no,2.574073,no,1,2,Sometimes,Public_Transportation,Obesity_Type_I
18.603496,Female,1.681719,90.671871,yes,yes,1.524428,3,Sometimes,no,1.383831,no,0.130417,1,Sometimes,Public_Transportation,Obesity_Type_I
19.431662,Female,1.631662,82,yes,yes,2.843456,2.937989,Sometimes,no,1.001995,no,0,1.554404,no,Public_Transportation,Obesity_Type_I
18.166318,Female,1.649553,82.323954,yes,yes,2.864776,3,Sometimes,no,1.876915,no,0.631565,0.186414,no,Public_Transportation,Obesity_Type_I
19.524698,Male,1.942725,121.657979,yes,yes,2,3,Sometimes,no,3,no,1,1.014808,Sometimes,Public_Transportation,Obesity_Type_I
19.034033,Male,1.703098,98.296651,yes,yes,2,2.391753,Sometimes,no,2,no,0,1.119877,no,Public_Transportation,Obesity_Type_I
17.073648,Male,1.706996,99.544696,yes,yes,2,3,Sometimes,no,2,no,1.73209,0.048617,no,Public_Transportation,Obesity_Type_I
18,Male,1.784402,108.413119,yes,yes,2,2.475444,Sometimes,no,2.655795,no,1,0.169879,no,Public_Transportation,Obesity_Type_I
18,Male,1.792687,108.204547,yes,yes,2,2.478794,Sometimes,no,2.967064,no,1,0.4346,no,Public_Transportation,Obesity_Type_I
18,Female,1.686904,90.004046,yes,yes,2.737149,3,Sometimes,no,1.997195,no,1.352663,0.468483,Sometimes,Public_Transportation,Obesity_Type_I
18.107092,Female,1.703259,91.499683,yes,yes,1.899793,3,Sometimes,no,1.439962,no,0.9529,0.838847,Sometimes,Public_Transportation,Obesity_Type_I
18.011903,Female,1.65,84.210535,yes,yes,2.85916,3,Sometimes,no,1,no,1.020525,0.786066,no,Public_Transportation,Obesity_Type_I
18,Female,1.649439,84.897738,yes,yes,2,3,Sometimes,no,1.039313,no,1,0,no,Public_Transportation,Obesity_Type_I
18.078256,Female,1.622999,82.403076,yes,yes,2.340405,3,Sometimes,no,1.655245,no,1.006884,0.548539,no,Public_Transportation,Obesity_Type_I
18.063582,Female,1.633675,82.459577,yes,yes,2.921576,3,Sometimes,no,1.003636,no,1.000227,0.905596,no,Public_Transportation,Obesity_Type_I
18.178076,Female,1.642892,82.144405,yes,yes,2.66889,3,Sometimes,no,1.172593,no,0.886448,1.252677,no,Public_Transportation,Obesity_Type_I
18.907514,Female,1.65,82.01831,yes,yes,3,3,Sometimes,no,1,no,0.215187,1.195929,no,Public_Transportation,Obesity_Type_I
18,Female,1.692242,90.019501,yes,yes,2.642744,3,Sometimes,no,1.904054,no,1.645654,0.363549,Sometimes,Public_Transportation,Obesity_Type_I
18,Female,1.683,90.924208,yes,yes,2.387426,3,Sometimes,no,1.77962,no,0.743005,0.920162,Sometimes,Public_Transportation,Obesity_Type_I
18.152876,Female,1.694969,92.508122,yes,yes,2.107854,3,Sometimes,no,1.383894,no,1.030526,0.831412,Sometimes,Public_Transportation,Obesity_Type_I
19.374207,Female,1.632605,82,yes,yes,2.805512,2.880817,Sometimes,no,1.001307,no,0,1.376597,Sometimes,Public_Transportation,Obesity_Type_I
19.275687,Female,1.623377,82.851318,yes,yes,1.276858,2.918124,Sometimes,no,1.403784,no,0.552511,1.560402,Sometimes,Public_Transportation,Obesity_Type_I
18.611197,Male,1.714143,96.568814,yes,yes,2,2.967089,Sometimes,no,2,no,0,0.467048,no,Public_Transportation,Obesity_Type_I
17.412629,Male,1.723191,97.350366,yes,yes,2,3,Sometimes,no,2,no,0,0.931721,no,Public_Transportation,Obesity_Type_I
18,Male,1.787733,108.019211,yes,yes,2,2.37985,Sometimes,no,2.616138,no,1,0.652485,no,Public_Transportation,Obesity_Type_I
18,Male,1.782722,108.044313,yes,yes,2,2.655265,Sometimes,no,2.297896,no,1,0.552665,no,Public_Transportation,Obesity_Type_I
18,Female,1.692913,89.93889,yes,yes,2.818502,3,Sometimes,no,1.991251,no,1.492967,0,no,Public_Transportation,Obesity_Type_I
18,Female,1.668555,85.607466,yes,yes,2.081238,3,Sometimes,no,1.18363,no,1.17177,0,no,Public_Transportation,Obesity_Type_I
18.024744,Female,1.617192,83.121811,yes,yes,2.976509,3,Sometimes,no,1.022705,no,1.02569,0.313016,no,Public_Transportation,Obesity_Type_I
18.10682,Female,1.602129,82.412665,yes,yes,2.319648,3,Sometimes,no,1.107164,no,0.692123,0.30402,no,Public_Transportation,Obesity_Type_I
19.045357,Female,1.61291,82.193405,yes,yes,1.261288,2.930044,Sometimes,no,1.166655,no,0.133398,0.95174,no,Public_Transportation,Obesity_Type_I
18.945961,Female,1.605469,82.039,yes,yes,2.76533,3,Sometimes,no,1.048584,no,0.192559,0.720411,no,Public_Transportation,Obesity_Type_I
18.88061,Male,1.80416,104.40682,yes,yes,2,3,Sometimes,no,3,no,2.2405,0,no,Public_Transportation,Obesity_Type_I
19.850524,Male,1.785062,104.187314,yes,yes,2,3,Sometimes,no,2.15157,no,1.605983,0,no,Public_Transportation,Obesity_Type_I
18.233541,Female,1.792378,137.859737,yes,yes,3,3,Sometimes,no,2.838893,no,1.990317,0.735868,Sometimes,Public_Transportation,Obesity_Type_III
18.147705,Female,1.802257,149.935848,yes,yes,3,3,Sometimes,no,2.181811,no,1.995582,0.939665,Sometimes,Public_Transportation,Obesity_Type_III
18.771001,Female,1.746652,133.800129,yes,yes,3,3,Sometimes,no,2.869234,no,1.465931,0.627886,Sometimes,Public_Transportation,Obesity_Type_III
18.177882,Female,1.821566,142.102468,yes,yes,3,3,Sometimes,no,2.714949,no,1.999773,0.813784,Sometimes,Public_Transportation,Obesity_Type_III
18.112503,Female,1.82773,152.720545,yes,yes,3,3,Sometimes,no,2.154949,no,1.999897,0.957463,Sometimes,Public_Transportation,Obesity_Type_III
18.367481,Female,1.745644,133.665587,yes,yes,3,3,Sometimes,no,2.900857,no,1.508897,0.625371,Sometimes,Public_Transportation,Obesity_Type_III
19.885655,Female,1.763343,133.952675,yes,yes,3,3,Sometimes,no,2.835622,no,1.419473,0.816986,Sometimes,Public_Transportation,Obesity_Type_III
18.335019,Female,1.771043,137.044959,yes,yes,3,3,Sometimes,no,2.861533,no,1.70464,0.655571,Sometimes,Public_Transportation,Obesity_Type_III
18.222536,Female,1.801746,141.166265,yes,yes,3,3,Sometimes,no,2.418488,no,1.99507,0.893514,Sometimes,Public_Transportation,Obesity_Type_III
19.17614,Female,1.666194,124.805868,yes,yes,3,3,Sometimes,no,1.228838,no,0.792553,0.639561,Sometimes,Public_Transportation,Obesity_Type_III
18.378203,Female,1.746061,128.261402,yes,yes,3,3,Sometimes,no,2.501638,no,1.546179,0.66488,Sometimes,Public_Transportation,Obesity_Type_III
19.725718,Female,1.746529,129.363771,yes,yes,3,3,Sometimes,no,2.250711,no,0.64235,0.685129,Sometimes,Public_Transportation,Obesity_Type_III
19.262934,Female,1.741014,132.57927,yes,yes,3,3,Sometimes,no,2.436261,no,1.464674,0.87092,Sometimes,Public_Transportation,Obesity_Type_III
19.47219,Female,1.793824,160.935351,yes,yes,3,3,Sometimes,no,2.069257,no,1.986646,0.947091,Sometimes,Public_Transportation,Obesity_Type_III
19.137495,Female,1.716521,127.642324,yes,yes,3,3,Sometimes,no,1.313834,no,0.912334,0.707494,Sometimes,Public_Transportation,Obesity_Type_III
18.314593,Female,1.745602,133.554686,yes,yes,3,3,Sometimes,no,2.923792,no,1.536555,0.62535,Sometimes,Public_Transportation,Obesity_Type_III
19.529746,Female,1.751038,133.843033,yes,yes,3,3,Sometimes,no,2.955075,no,1.46046,0.655558,Sometimes,Public_Transportation,Obesity_Type_III
18.744914,Female,1.801983,138.034526,yes,yes,3,3,Sometimes,no,2.691591,no,1.168368,0.735372,Sometimes,Public_Transportation,Obesity_Type_III
18.120739,Female,1.807576,152.567671,yes,yes,3,3,Sometimes,no,2.164718,no,1.999631,0.941336,Sometimes,Public_Transportation,Obesity_Type_III
19.993565,Female,1.792833,152.43563,yes,yes,3,3,Sometimes,no,2.365188,no,1.256115,0.760091,Sometimes,Public_Transportation,Obesity_Type_III
18.904037,Female,1.743589,133.281333,yes,yes,3,3,Sometimes,no,2.684819,no,1.46525,0.804491,Sometimes,Public_Transportation,Obesity_Type_III
19.783234,Female,1.747962,133.936535,yes,yes,3,3,Sometimes,no,2.84174,no,1.429256,0.775378,Sometimes,Public_Transportation,Obesity_Type_III
19.297004,Female,1.817271,141.917802,yes,yes,3,3,Sometimes,no,2.699675,no,1.520818,0.76399,Sometimes,Public_Transportation,Obesity_Type_III
18.301773,Female,1.808765,140.292018,yes,yes,3,3,Sometimes,no,2.830247,no,1.783138,0.789064,Sometimes,Public_Transportation,Obesity_Type_III
19.872667,Female,1.817231,152.371911,yes,yes,3,3,Sometimes,no,2.305521,no,1.956278,0.92376,Sometimes,Public_Transportation,Obesity_Type_III
18.13782,Female,1.819728,151.278532,yes,yes,3,3,Sometimes,no,2.155926,no,1.999836,0.94603,Sometimes,Public_Transportation,Obesity_Type_III
18.976968,Female,1.759091,133.903612,yes,yes,3,3,Sometimes,no,2.862408,no,1.456933,0.742423,Sometimes,Public_Transportation,Obesity_Type_III
18.826782,Female,1.746416,133.747012,yes,yes,3,3,Sometimes,no,2.858389,no,1.444382,0.713823,Sometimes,Public_Transportation,Obesity_Type_III
18.94093,Female,1.746411,133.676663,yes,yes,3,3,Sometimes,no,2.864933,no,1.501647,0.786846,Sometimes,Public_Transportation,Obesity_Type_III
18.743587,Female,1.789143,138.202869,yes,yes,3,3,Sometimes,no,2.83377,no,0.806422,0.672513,Sometimes,Public_Transportation,Obesity_Type_III
18.20634,Female,1.807406,141.799429,yes,yes,3,3,Sometimes,no,2.472903,no,1.998047,0.840911,Sometimes,Public_Transportation,Obesity_Type_III
18.532826,Female,1.75091,142.545183,yes,yes,3,3,Sometimes,no,2.372058,no,1.324805,0.870795,Sometimes,Public_Transportation,Obesity_Type_III
19.035557,Female,1.682594,127.427458,yes,yes,3,3,Sometimes,no,1.441289,no,1.425712,0.662277,Sometimes,Public_Transportation,Obesity_Type_III
18.634286,Female,1.669354,126.088301,yes,yes,3,3,Sometimes,no,1.144539,no,0.922014,0.899673,Sometimes,Public_Transportation,Obesity_Type_III
18.862264,Female,1.746277,128.705761,yes,yes,3,3,Sometimes,no,2.411582,no,0.985287,0.675076,Sometimes,Public_Transportation,Obesity_Type_III
18.423482,Female,1.735461,126.798173,yes,yes,3,3,Sometimes,no,2.38639,no,1.544632,0.900067,Sometimes,Public_Transportation,Obesity_Type_III
19.528936,Female,1.817917,142.559161,yes,yes,3,3,Sometimes,no,2.562002,no,1.976427,0.740331,Sometimes,Public_Transportation,Obesity_Type_III
19.364339,Female,1.80835,150.51648,yes,yes,3,3,Sometimes,no,2.305574,no,1.734424,0.863043,Sometimes,Public_Transportation,Obesity_Type_III
19.012872,Female,1.742062,133.779919,yes,yes,3,3,Sometimes,no,2.70196,no,1.465909,0.813235,Sometimes,Public_Transportation,Obesity_Type_III
18.469086,Female,1.741925,133.017105,yes,yes,3,3,Sometimes,no,2.474518,no,1.560261,0.662489,Sometimes,Public_Transportation,Obesity_Type_III
